symbol,full_name,description,exchange,type,sector,logo_urls,exchange_logo,is_master
MSLBP,MSLBP,Mahuli Laghubitta Bittiya Sanstha Ltd Promoter,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/,/storage/,False
MSMBS,MSMBS,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/,/storage/,False
MSMBSP,MSMBSP,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
MUTUAL,MUTUAL,Mutual Fund Index,Mutual Fund Index src:Nepsealpha.com,index,MUTUAL,/storage/,/storage/,False
NABBC,NABBC,Narayani Development Bank Limited,Development Banks src:Nepsealpha.com,stock,DEVBANK,/storage/stock-full-names/alpha-stocks/66e409020d9851726220546.png,/storage/stock-full-names/alpha-stocks/66e409020d9851726220546.png,True
NABIL,NABIL,Nabil Bank Limited,Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/stock-full-names/alpha-stocks/66e4090d005f21726220557.png,/storage/stock-full-names/alpha-stocks/66e4090d005f21726220557.png,True
NABILD2089,NABILD2089,7% Nabil Debenture 2089,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stocks-v2/Nov2025/01K9XT075ZFT1QHMQ492VRGGNE.jpg,/storage/stocks-v2/Nov2025/01K9XT075ZFT1QHMQ492VRGGNE.jpg,False
NABILD87,NABILD87,9% Nabil Debenture 2087,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/alpha-stocks/66e40917ead691726220567.png,/storage/stock-full-names/alpha-stocks/66e40917ead691726220567.png,False
NABILP,NABILP,NABIL Bank Limited Promotor Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/mSbN5KYQYEzBYOJZvXln.png,/storage/stock-full-names/March2022/mSbN5KYQYEzBYOJZvXln.png,False
NADDF,NADDF,NIC Asia Dynamic Debt Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/March2022/OhShNsBDvTHCZqXzVykQ.png,/storage/stock-full-names/March2022/OhShNsBDvTHCZqXzVykQ.png,False
NADEP,NADEP,Nadep Laghubittiya bittya Sanstha Ltd.,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e409096108a1726220553.png,/storage/stock-full-names/alpha-stocks/66e409096108a1726220553.png,True
NADEPP,NADEPP,Nadep Laghubitta Bittiya Sanstha Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/HjE9mWJPlgIpVx5zQTBb.jpg,/storage/stock-full-names/March2022/HjE9mWJPlgIpVx5zQTBb.jpg,False
NAGRO,NAGRO,Nepal Agro Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/March2022/gqd4qd0Y3zx6ozsBnWaW.png,/storage/stock-full-names/March2022/gqd4qd0Y3zx6ozsBnWaW.png,False
NBB,NBB,Nepal Bangladesh Bank Limited,Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/stock-full-names/March2022/Evl3n9Yqy1YVbH7S8XNE.png,/storage/stock-full-names/March2022/Evl3n9Yqy1YVbH7S8XNE.png,False
NBBD2085,NBBD2085,10.25% NBBL Debenture 2085,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/March2022/ZYGDn9ofiXP5CFrK3TxR.png,/storage/stock-full-names/March2022/ZYGDn9ofiXP5CFrK3TxR.png,False
NBBL,NBBL,NagBeli LaghuBitta Bikas Bank Ltd.,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/,/storage/,False
NBBLPO,NBBLPO,NagBeli LaghuBitta Bikas Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
NBBPO,NBBPO,Nepal Bangladesh Bank Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/ZKbmkntT0A7d9zKRXRuj.png,/storage/stock-full-names/March2022/ZKbmkntT0A7d9zKRXRuj.png,False
NBBU,NBBU,Nepal Bitumin And Barrel Udhyog Limited,Manufacturing And Processing src:Nepsealpha.com,stock,MANUFACTURE,/storage/,/storage/,False
NBF2,NBF2,NABIL BALANCED FUND-2,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e40918f11591726220568.png,/storage/stock-full-names/alpha-stocks/66e40918f11591726220568.png,False
NBF3,NBF3,Nabil Balance Fund III,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e4090fb9dd41726220559.png,/storage/stock-full-names/alpha-stocks/66e4090fb9dd41726220559.png,False
NBL,NBL,Nepal Bank Limited,Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/stock-full-names/alpha-stocks/66e40910d996b1726220560.png,/storage/stock-full-names/alpha-stocks/66e40910d996b1726220560.png,True
NBLD82,NBLD82,10% Nabil Debenture 2082,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/March2022/IRlfH9Hfvdf48WYT0ISw.png,/storage/stock-full-names/March2022/IRlfH9Hfvdf48WYT0ISw.png,False
NBLD85,NBLD85,8% Nabil Debenture 2085,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/alpha-stocks/66e4091b387b41726220571.png,/storage/stock-full-names/alpha-stocks/66e4091b387b41726220571.png,False
NBLD87,NBLD87,8.5% Nepal Bank Debenture 2087,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/alpha-stocks/66e4091af231e1726220570.png,/storage/stock-full-names/alpha-stocks/66e4091af231e1726220570.png,False
NCBL,NCBL,National Co-operative Bank Limited,Investment src:Nepsealpha.com,stock,INVESTMENT,/storage/,/storage/,False
NCCB,NCCB,Nepal Credit And Commercial Bank Limited,Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/stock-full-names/March2022/HFbi0UlLsXQxjbRtyXGW.jpg,/storage/stock-full-names/March2022/HFbi0UlLsXQxjbRtyXGW.jpg,False
NCCBPO,NCCBPO,Nepal Credit & Commercial Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/uh2m61LsgJ5SVIgOcdXI.jpg,/storage/stock-full-names/March2022/uh2m61LsgJ5SVIgOcdXI.jpg,False
NCCD86,NCCD86,9.5% NCC Rinpatra 2086,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/alpha-stocks/66e4091ba23011726220571.png,/storage/stock-full-names/alpha-stocks/66e4091ba23011726220571.png,False
NCDB,NCDB,Nepal Community Development Bank Ltd.,Development Banks src:Nepsealpha.com,stock,DEVBANK,/storage/,/storage/,False
NCDBPO,NCDBPO,Nepal Community Development Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
NEF,NEF,Nabil Equity Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/March2022/lr8Bt0vnnRgiGJYiRPbz.jpg,/storage/stock-full-names/March2022/lr8Bt0vnnRgiGJYiRPbz.jpg,False
NEPSE,NEPSE,NEPAL STOCK EXCHANGE,index src:Nepsealpha.com,index,NEPSE,/storage/,/storage/,False
NESDO,NESDO,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e409065d9f51726220550.png,/storage/stock-full-names/alpha-stocks/66e409065d9f51726220550.png,True
NFCF,NFCF,Nabil Flexi Cap Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/January2023/ctCHSmy1jiDlXpjFVbBn.jpg,/storage/stock-full-names/January2023/ctCHSmy1jiDlXpjFVbBn.jpg,False
NFD,NFD,Nepal Film Development Company Limited,Others src:Nepsealpha.com,stock,OTHERS,/storage/,/storage/,False
NFS,NFS,Nepal Finance Ltd.,Finance src:Nepsealpha.com,stock,FINANCE,/storage/stock-full-names/alpha-stocks/66e40903273101726220547.png,/storage/stock-full-names/alpha-stocks/66e40903273101726220547.png,True
NFSPO,NFSPO,Nepal Finance Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/4iLLCOvoi55acSekF9cN.jpg,/storage/stock-full-names/March2022/4iLLCOvoi55acSekF9cN.jpg,False
NGPL,NGPL,Ngadi Group Power Ltd.,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e4090a598081726220554.png,/storage/stock-full-names/alpha-stocks/66e4090a598081726220554.png,True
NHDL,NHDL,Nepal Hydro Developers Ltd.,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e40912afbac1726220562.png,/storage/stock-full-names/alpha-stocks/66e40912afbac1726220562.png,True
NHPC,NHPC,National Hydro Power Company Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e4091012d931726220560.png,/storage/stock-full-names/alpha-stocks/66e4091012d931726220560.png,True
NI31,NI31,NI 31,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/,/storage/,False
NIB,NIB,Nepal Investment Bank Limited,Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/stock-full-names/March2022/LbepCzyqct1HQ2JZzaIZ.png,/storage/stock-full-names/March2022/LbepCzyqct1HQ2JZzaIZ.png,False
NIBD2082,NIBD2082,10.5 % NEPAL INVESTMENT DEBENTURE 2082,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/March2022/XyNMmISFF6X8JXjXj2dl.png,/storage/stock-full-names/March2022/XyNMmISFF6X8JXjXj2dl.png,False
NIBD84,NIBD84,8.5% Nepal Investment Bank Bond 2084,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/alpha-stocks/66e4091a9f36e1726220570.png,/storage/stock-full-names/alpha-stocks/66e4091a9f36e1726220570.png,False
NIBLGF,NIBLGF,NIBL Growth Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e40919c163d1726220569.png,/storage/stock-full-names/alpha-stocks/66e40919c163d1726220569.png,False
NIBLPF,NIBLPF,NIBL Pragati Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/March2022/gJl9dycJ4MkxFQeAKUVU.png,/storage/stock-full-names/March2022/gJl9dycJ4MkxFQeAKUVU.png,False
NIBLSF,NIBLSF,NIBL Sahabhagita Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/July2025/Fy4zX2bNYezbA5iWckEy.JPG,/storage/stock-full-names/July2025/Fy4zX2bNYezbA5iWckEy.JPG,False
NIBLSTF,NIBLSTF,NIBL STABLE FUND,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e4091a8dc8f1726220570.png,/storage/stock-full-names/alpha-stocks/66e4091a8dc8f1726220570.png,False
NIBPO,NIBPO,Nepal Investment Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/NPK6Ts9BGqa5Ivfi31T0.png,/storage/stock-full-names/March2022/NPK6Ts9BGqa5Ivfi31T0.png,False
NIBSF1,NIBSF1,NIBL Samriddhi Fund 1,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/March2022/MidDnFL3dTgx4hnhpFPB.png,/storage/stock-full-names/March2022/MidDnFL3dTgx4hnhpFPB.png,False
NIBSF2,NIBSF2,NIBL Samriddhi Fund - II,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e40917dbdad1726220567.png,/storage/stock-full-names/alpha-stocks/66e40917dbdad1726220567.png,False
NICA,NICA,NIC Asia Bank Ltd.,Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/stock-full-names/alpha-stocks/66e4091209ab11726220562.png,/storage/stock-full-names/alpha-stocks/66e4091209ab11726220562.png,True
NICAD2091,NICAD2091,7% NIC Asia Debenture 2091,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stocks-v2/Aug2025/01K2XYFAMZTC4ZA234XV677SH2.jpg,/storage/stocks-v2/Aug2025/01K2XYFAMZTC4ZA234XV677SH2.jpg,False
NICAD8182,NICAD8182,NIC Asia Debenture 2081/82,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/March2022/SJOIu3joCxjAhLC3Abum.png,/storage/stock-full-names/March2022/SJOIu3joCxjAhLC3Abum.png,False
NICAD8283,NICAD8283,11% NIC Asia Debenture 082/83,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/March2022/Fa753howTSQlNi1iyW72.png,/storage/stock-full-names/March2022/Fa753howTSQlNi1iyW72.png,False
NICAD 85/86,NICAD 85/86,NIC Asia Debenture 2085/86,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/,/storage/,False
NICAD85/86,NICAD85/86,NIC Asia Debenture 2085/86,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/April2025/ahaEYuDHpWryRriGggsh.png,/storage/stock-full-names/April2025/ahaEYuDHpWryRriGggsh.png,False
NICAD8586,NICAD8586,NIC Asia Debenture 2085/86,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/March2022/Nquf2FCPV0vDk8rTEPYh.png,/storage/stock-full-names/March2022/Nquf2FCPV0vDk8rTEPYh.png,False
NICAELIS,NICAELIS,NIC Asia Equity Linked Investment Scheme,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stocks-v2/Aug2025/01K2KM0YMEHT5ZRKV7GWRR48QK.jpg,/storage/stocks-v2/Aug2025/01K2KM0YMEHT5ZRKV7GWRR48QK.jpg,False
NICAP,NICAP,NIC Asia Bank Limted Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/r1Vaks2rA7pPxDA1F5XK.png,/storage/stock-full-names/March2022/r1Vaks2rA7pPxDA1F5XK.png,False
NICBF,NICBF,NIC Asia Balanced Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e4091639b811726220566.png,/storage/stock-full-names/alpha-stocks/66e4091639b811726220566.png,False
NICD83/84,NICD83/84,10.25% NIC Asia Debenture 2083/84,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/alpha-stocks/66e4091c4f9481726220572.png,/storage/stock-full-names/alpha-stocks/66e4091c4f9481726220572.png,False
NICD88,NICD88,NIC ASIA Bank Rinpatra 2088,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/alpha-stocks/66e4091bdeab01726220571.png,/storage/stock-full-names/alpha-stocks/66e4091bdeab01726220571.png,False
NICFC,NICFC,NIC Asia Flexi Cap Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e4091986c1a1726220569.png,/storage/stock-full-names/alpha-stocks/66e4091986c1a1726220569.png,False
NICGF,NICGF,NIC Asia Growth Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e4091a6115e1726220570.png,/storage/stock-full-names/alpha-stocks/66e4091a6115e1726220570.png,False
NICGF2,NICGF2,Nic Asia Growth Fund 2,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e40918a9bfe1726220568.png,/storage/stock-full-names/alpha-stocks/66e40918a9bfe1726220568.png,False
NICL,NICL,Nepal Insurance Co. Ltd.,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/alpha-stocks/66e409110d9dd1726220561.png,/storage/stock-full-names/alpha-stocks/66e409110d9dd1726220561.png,True
NICLBSL,NICLBSL,NIC ASIA Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e409141aa801726220564.png,/storage/stock-full-names/alpha-stocks/66e409141aa801726220564.png,True
NICLPO,NICLPO,Nepal Insurance Co. Ltd Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/DKjHBNxtPGmdwCgQzXkz.jpg,/storage/stock-full-names/March2022/DKjHBNxtPGmdwCgQzXkz.jpg,False
NICSF,NICSF,NIC Asia Select - 30 (Index Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e4090d189a71726220557.png,/storage/stock-full-names/alpha-stocks/66e4090d189a71726220557.png,False
NIDC,NIDC,NIDC Development Bank Ltd.,Development Banks src:Nepsealpha.com,stock,DEVBANK,/storage/,/storage/,False
NIDCPO,NIDCPO,NIDC Development Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
NIFL,NIFL,Nepal Infrastructures Investment Fund Limited,Investment src:Nepsealpha.com,stock,INVESTMENT,/storage/stocks-v2/Aug2025/01K1J7QRTV4YHGBR290XQZF0HN.jpg,/storage/stocks-v2/Aug2025/01K1J7QRTV4YHGBR290XQZF0HN.jpg,False
NIFRA,NIFRA,Nepal Infrastructure Bank Limited,Investment src:Nepsealpha.com,stock,INVESTMENT,/storage/stock-full-names/alpha-stocks/66e409059b9301726220549.png,/storage/stock-full-names/alpha-stocks/66e409059b9301726220549.png,True
NIFRAGED,NIFRAGED,Nifra Harit Urja Debenture 6%-2088/89,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/June2025/YywT9t6jFIVouddlhf61.png,/storage/stock-full-names/June2025/YywT9t6jFIVouddlhf61.png,False
NIFRAUR85/86,NIFRAUR85/86,NIFRA Uraj Rinpatra7%-2085/86,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/November2024/xGQ0oWtGfurKCQ0vcYfQ.png,/storage/stock-full-names/November2024/xGQ0oWtGfurKCQ0vcYfQ.png,False
NIL,NIL,Neco Insurance Co. Ltd.,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/alpha-stocks/66e40907e7a5f1726220551.png,/storage/stock-full-names/alpha-stocks/66e40907e7a5f1726220551.png,True
NILPO,NILPO,Neco Insurace Co. Ltd. Promoter,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/rGqLNs3gzl59w0lZ8MEX.png,/storage/stock-full-names/March2022/rGqLNs3gzl59w0lZ8MEX.png,False
NIMB,NIMB,Nepal Investment Mega Bank Limited,Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/stock-full-names/alpha-stocks/66e40904643f21726220548.png,/storage/stock-full-names/alpha-stocks/66e40904643f21726220548.png,True
NIMBD90,NIMBD90,10% NIMB Debenture 2090,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/December2024/BGH4ltLXTEpFt4cVNSFE.jpg,/storage/stock-full-names/December2024/BGH4ltLXTEpFt4cVNSFE.jpg,False
NIMBPO,NIMBPO,Nepal Investment Mega Bank Ltd. Promoter Share ( NIMBPO ),Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/stock-full-names/alpha-stocks/66e40918e1c191726220568.png,/storage/stock-full-names/alpha-stocks/66e40918e1c191726220568.png,True
NKU,NKU,Nepal Khadya Udhyog Limited,Manufacturing And Processing src:Nepsealpha.com,stock,MANUFACTURE,/storage/,/storage/,False
NLBBL,NLBBL,Nerude Laghubita Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/March2022/v9iSPgi5aFuOIRbtRh6o.png,/storage/stock-full-names/March2022/v9iSPgi5aFuOIRbtRh6o.png,False
NLBBLP,NLBBLP,Nerude Laghubita Bittiya Sanstha Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/Ggzj5zNpTO6XqE7ozepi.png,/storage/stock-full-names/March2022/Ggzj5zNpTO6XqE7ozepi.png,False
NLG,NLG,NLG Insurance Company Ltd.,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/alpha-stocks/66e409102d1ca1726220560.png,/storage/stock-full-names/alpha-stocks/66e409102d1ca1726220560.png,True
NLGPO,NLGPO,NLG Insurance Company Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/8ppfq2AcIq79AtrJJDWr.png,/storage/stock-full-names/March2022/8ppfq2AcIq79AtrJJDWr.png,False
NLIC,NLIC,Nepal Life Insurance Co. Ltd.,Life Insurance src:Nepsealpha.com,stock,LIFEINSU,/storage/stock-full-names/alpha-stocks/66e409147dbc61726220564.png,/storage/stock-full-names/alpha-stocks/66e409147dbc61726220564.png,True
NLICL,NLICL,National Life Insurance Co. Ltd.,Life Insurance src:Nepsealpha.com,stock,LIFEINSU,/storage/stock-full-names/alpha-stocks/66e40916021111726220566.png,/storage/stock-full-names/alpha-stocks/66e40916021111726220566.png,True
NLICLP,NLICLP,National Life Insurance Co. Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/VzSvb81b7Req4PAvJJNV.jpg,/storage/stock-full-names/March2022/VzSvb81b7Req4PAvJJNV.jpg,False
NLICP,NLICP,Nepal Life Insurance Co. Ltd. Promoter,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/wYMgbP0OgALpGcN5SYXL.jpg,/storage/stock-full-names/March2022/wYMgbP0OgALpGcN5SYXL.jpg,False
NLO,NLO,Nepal Lube Oil Limited,Manufacturing And Processing src:Nepsealpha.com,stock,MANUFACTURE,/storage/stock-full-names/September2023/EwKljf53QJjOysspstcC.jpg,/storage/stock-full-names/September2023/EwKljf53QJjOysspstcC.jpg,True
NMB,NMB,NMB Bank Limited,Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/stock-full-names/alpha-stocks/66e40909ca20c1726220553.png,/storage/stock-full-names/alpha-stocks/66e40909ca20c1726220553.png,True
NMB50,NMB50,NMB 50,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e40919a47a51726220569.png,/storage/stock-full-names/alpha-stocks/66e40919a47a51726220569.png,False
NMBD2085,NMBD2085,10 % NMB DEBENTURE 2085,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/March2022/zIfRjisqrS49kSqYxXjf.png,/storage/stock-full-names/March2022/zIfRjisqrS49kSqYxXjf.png,False
NMBD87/88,NMBD87/88,8.50% NMB Rinpatra 2087/88,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/October2025/rSvxpIHAcZxyL6tVLwPa.png,/storage/stock-full-names/October2025/rSvxpIHAcZxyL6tVLwPa.png,False
NMBD89/90,NMBD89/90,NMB debenture 10.75% -2089/90,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/July2023/keYRQfmCvrxsXXqthVqx.png,/storage/stock-full-names/July2023/keYRQfmCvrxsXXqthVqx.png,False
NMBHF1,NMBHF1,NMB Hybrid Fund L-1,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/March2022/ht5ZEJPaiLWSk8aRuZs1.png,/storage/stock-full-names/March2022/ht5ZEJPaiLWSk8aRuZs1.png,False
NMBHF2,NMBHF2,NMB Hybrid Fund L-2,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/February2025/QgPy1YZrAMF3xGIOytA2.jpg,/storage/stock-full-names/February2025/QgPy1YZrAMF3xGIOytA2.jpg,False
NMBMF,NMBMF,NMB Microfinance Bittiya Sanstha Ltd.,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e4090d33cf41726220557.png,/storage/stock-full-names/alpha-stocks/66e4090d33cf41726220557.png,True
NMBMFP,NMBMFP,NMB Microfinance Bittiya Sanstha Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/16ifTlsreqrMk6BphubB.png,/storage/stock-full-names/March2022/16ifTlsreqrMk6BphubB.png,False
NMBPO,NMBPO,NMB Bank Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/Mf2GMuSa9Xs6uCMBrwYX.png,/storage/stock-full-names/March2022/Mf2GMuSa9Xs6uCMBrwYX.png,False
NMBSBF,NMBSBF,NMB Saral Bachat Fund - E,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/March2022/cfS0iXLkfuSiXuSFLfv6.png,/storage/stock-full-names/March2022/cfS0iXLkfuSiXuSFLfv6.png,False
NMFBS,NMFBS,National Microfinance Bittiya Sanstha Ltd.,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e40915130261726220565.png,/storage/stock-full-names/alpha-stocks/66e40915130261726220565.png,True
NMFBSP,NMFBSP,National Microfinance Bittiya Sanstha Ltd. Promoter,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/6ZTp72HKmLCnjkJGjmay.jpg,/storage/stock-full-names/March2022/6ZTp72HKmLCnjkJGjmay.jpg,False
NMIC,NMIC,Nepal Micro Insurance Company Ltd.,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/January2025/beHKqFZsUkMHs2svvsLH.png,/storage/stock-full-names/January2025/beHKqFZsUkMHs2svvsLH.png,True
NMLBBL,NMLBBL,Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e4090e992351726220558.png,/storage/stock-full-names/alpha-stocks/66e4090e992351726220558.png,True
NNLB,NNLB,Naya Nepal Laghubitta Bikas Bank Ltd.,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/,/storage/,False
NNLBPO,NNLBPO,Naya Nepal Laghubitta Bikas Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
NONLIFEINSU,NONLIFEINSU,Nonlife Insurance,Non Life Insurance src:Nepsealpha.com,index,NONLIFEINSU,/storage/,/storage/,False
NRIC,NRIC,Nepal Reinsurance Company Limited,Others src:Nepsealpha.com,stock,OTHERS,/storage/stock-full-names/alpha-stocks/66e40907c4b5d1726220551.png,/storage/stock-full-names/alpha-stocks/66e40907c4b5d1726220551.png,True
NRICP,NRICP,Nepal Reinsurance Company Limited Promoter Share,Others src:Nepsealpha.com,stock,OTHERS,/storage/stock-full-names/June2024/LdcjcGKJ0yTjV80TG2aH.png,/storage/stock-full-names/June2024/LdcjcGKJ0yTjV80TG2aH.png,False
NRM,NRM,Nepal Republic Media Limited,Others src:Nepsealpha.com,stock,OTHERS,/storage/stock-full-names/alpha-stocks/66e40907836f61726220551.png,/storage/stock-full-names/alpha-stocks/66e40907836f61726220551.png,True
